Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Exam_Score
21,97,Yes,8,96,72
20,97,Yes,9,83,73
14,99,Yes,6,74,71
19,65,No,9,69,64
19,66,Yes,5,81,66
19,87,No,4,74,69
20,82,No,8,85,66
20,61,No,9,81,63
17,62,Yes,7,78,62
28,96,Yes,4,98,98
13,95,Yes,5,92,71
16,74,No,8,80,66
37,96,No,7,77,75
14,84,Yes,9,86,68
12,92,No,7,90,69
24,77,Yes,6,65,68
8,65,No,7,83,60
19,77,No,9,57,64
33,78,No,9,72,71
11,82,No,7,97,69
8,64,Yes,7,66,60
11,100,Yes,8,58,70
25,70,Yes,6,57,66
27,68,No,8,70,68
17,81,No,7,61,67
24,81,Yes,7,71,70
28,78,Yes,7,86,69
31,91,Yes,7,94,75
19,81,Yes,10,56,65
6,84,Yes,6,88,65
15,89,No,6,55,66
17,61,Yes,9,69,64
18,83,No,8,100,66
19,95,Yes,8,53,70
27,61,No,5,51,63
28,76,No,7,67,66
19,97,Yes,8,98,71
27,74,No,6,51,68
22,78,Yes,8,61,68
20,99,No,7,80,71
25,68,No,6,62,63
20,63,No,9,53,60
32,94,Yes,9,53,73
11,95,Yes,7,78,68
17,79,Yes,8,78,70
19,81,Yes,9,85,66
23,93,No,6,57,72
28,90,Yes,8,75,70
20,71,Yes,6,80,68
11,61,Yes,5,61,60
25,79,No,6,77,68
25,94,No,5,85,74
8,96,Yes,8,100,68
20,98,Yes,6,80,72
10,95,Yes,5,93,69
16,83,Yes,8,92,98
15,78,No,8,97,68
25,91,No,7,86,70
21,90,No,8,61,69
12,82,No,6,65,64
25,63,No,6,89,65
11,97,No,8,76,69
22,78,No,9,63,67
15,75,No,6,83,65
18,85,Yes,6,95,70
23,87,No,8,68,68
23,68,Yes,8,80,65
28,93,No,7,79,74
20,72,Yes,9,56,65
22,67,Yes,10,55,65
17,76,Yes,8,94,68
21,89,No,6,97,68
23,99,No,8,95,74
19,92,No,6,70,71
9,98,Yes,9,64,67
22,66,Yes,6,97,64
22,63,Yes,7,94,61
16,82,No,6,91,66
12,72,No,7,67,61
29,93,No,7,82,73
23,87,No,8,88,70
19,99,No,7,79,70
13,70,Yes,7,80,63
15,79,Yes,6,88,69
28,80,No,7,88,72
21,70,Yes,5,62,66
17,84,No,9,70,68
23,78,No,7,89,67
15,78,Yes,9,63,65
29,75,Yes,7,96,68
28,61,Yes,4,92,68
17,81,No,6,95,69
16,73,Yes,7,65,66
4,60,Yes,7,55,58
11,72,No,8,55,60
12,71,Yes,7,78,67
21,76,Yes,6,65,65
18,65,Yes,6,63,62
12,80,Yes,6,61,65
18,88,No,8,78,69
23,85,No,8,77,70
23,92,Yes,6,71,70
9,78,No,9,57,63
19,81,Yes,8,96,69
12,92,No,6,71,64
25,77,No,7,56,69
25,88,Yes,8,52,70
15,77,Yes,5,58,64
15,77,Yes,5,65,65
17,90,No,8,82,70
6,67,Yes,6,99,60
22,74,Yes,9,64,68
18,69,Yes,10,89,61
26,74,Yes,8,96,68
13,69,No,8,70,61
16,83,No,5,63,64
11,92,No,5,75,66
14,91,Yes,7,95,70
13,75,Yes,5,51,65
26,100,Yes,7,74,74
16,84,No,6,88,66
21,76,Yes,7,80,65
18,93,No,7,75,69
12,89,Yes,8,78,69
19,90,No,7,81,69
24,68,No,6,84,66
13,79,No,5,68,63
25,94,Yes,7,76,69
15,80,Yes,4,64,65
17,87,No,9,99,67
23,84,No,8,59,66
16,94,Yes,8,58,67
20,71,Yes,6,63,65
18,83,No,8,96,69
21,65,No,6,83,65
6,88,Yes,7,73,67
9,89,Yes,6,96,66
24,62,No,7,95,64
26,87,No,5,70,70
15,77,Yes,7,78,65
19,65,Yes,5,95,65
22,77,No,10,66,64
24,68,Yes,7,70,64
8,77,Yes,7,90,61
15,75,No,8,85,65
18,90,Yes,5,52,68
24,91,Yes,6,56,70
35,84,Yes,8,92,74
19,61,No,7,51,60
12,97,Yes,6,96,71
22,87,Yes,8,64,70
28,61,Yes,7,80,67
21,93,Yes,8,78,68
15,68,No,8,70,64
26,83,No,6,52,67
24,79,No,7,60,65
14,77,Yes,4,81,66
22,96,Yes,6,72,72
26,77,Yes,7,71,69
27,63,Yes,8,55,65
20,98,Yes,8,67,71
18,97,Yes,6,76,72
27,87,No,6,54,70
13,79,No,9,53,63
23,64,No,7,75,66
12,92,Yes,7,78,67
26,63,No,8,63,67
18,63,Yes,7,66,62
28,81,Yes,7,90,72
23,66,Yes,7,93,69
13,60,Yes,6,66,61
29,77,Yes,7,68,67
29,65,Yes,4,92,66
25,66,Yes,6,99,68
15,63,No,8,66,62
18,68,Yes,8,89,63
21,89,Yes,9,74,70
16,92,Yes,8,63,68
30,78,Yes,8,84,71
21,80,No,7,73,65
4,61,Yes,6,63,59
22,63,Yes,8,55,64
18,70,No,7,93,67
20,82,No,6,94,68
18,90,Yes,6,54,95
25,84,Yes,7,83,70
27,76,No,9,58,68
22,65,No,7,82,65
18,91,No,7,95,70
20,75,No,8,63,67
20,89,No,8,67,69
15,81,Yes,7,90,68
23,90,No,7,87,72
23,96,No,6,70,71
29,97,Yes,9,92,75
28,81,No,6,96,70
16,80,No,9,73,66
25,71,Yes,7,52,67
14,97,Yes,7,75,70
24,78,Yes,8,87,71
17,65,No,6,61,64
14,77,No,8,55,65
22,65,Yes,7,64,64
4,80,Yes,8,51,62
9,82,Yes,6,86,64
19,74,Yes,6,57,66
20,63,Yes,4,86,64
18,98,Yes,6,62,71
11,91,Yes,6,100,68
15,94,Yes,6,77,70
22,75,No,7,52,66
23,90,No,7,89,71
20,79,Yes,8,71,68
27,68,Yes,8,80,66
22,65,No,8,98,66
16,74,No,8,76,65
18,66,Yes,7,90,64
12,100,Yes,7,65,67
19,62,Yes,8,86,65
27,78,Yes,8,55,69
24,78,Yes,5,95,69
28,72,Yes,7,60,69
18,83,No,4,65,68
28,66,Yes,4,98,67
19,91,No,6,58,68
29,73,Yes,7,63,65
20,84,Yes,6,79,69
24,89,No,4,99,73
29,96,No,8,85,76
19,93,Yes,6,56,69
21,84,Yes,8,87,69
28,76,Yes,6,71,68
19,80,Yes,6,100,70
12,91,Yes,8,81,64
33,95,Yes,6,77,73
17,64,Yes,7,78,64
21,75,Yes,7,82,65
27,91,No,5,87,69
16,77,Yes,8,54,62
14,73,Yes,6,57,64
22,76,No,5,65,64
9,84,No,6,74,67
18,100,Yes,8,66,69
21,80,Yes,5,61,67
18,68,No,8,96,65
11,67,No,8,52,63
30,62,Yes,7,97,66
21,82,No,7,95,70
29,82,No,7,84,70
18,68,Yes,8,52,67
15,88,Yes,6,61,65
22,90,No,5,99,70
19,70,Yes,7,95,66
13,74,Yes,8,98,66
29,100,Yes,8,100,72
16,75,Yes,10,53,64
9,90,Yes,7,79,70
28,78,No,7,92,71
17,92,No,7,66,66
16,91,Yes,6,72,70
9,87,Yes,6,64,64
30,94,No,5,52,70
12,98,Yes,4,54,67
20,83,No,6,51,65
25,69,No,7,76,68
23,76,No,8,81,69
20,90,Yes,6,65,68
10,86,Yes,6,91,68
15,67,Yes,9,94,64
